"m",1999,70.86304431703344,10800,3044
"m",2011,70.8337342312594,36192,13854
"m",1998,70.85546060201487,10107,2859
"m",2007,70.86496727582899,23128,7071
"m",2010,70.83524520842293,32736,12031
"m",2015,70.77441363607,39996,14923
"m",1993,70.83745900283343,6605,1930
"m",2006,70.92329773264201,21740,6496
"m",2009,70.86628214743168,32220,10671
"m",1997,70.90332419722348,9434,2673
"m",2014,70.80025553644056,41437,15886
"m",2012,70.81223698972737,38165,14621
"m",2013,70.73541341815097,38826,14963
"m",2003,70.84438908091524,13866,4295
"m",2005,70.8817210958463,18978,5961
"m",2008,70.87722341546056,26411,8525
"m",2002,70.9365105091761,13190,3928
"m",1984,70.58340658081366,4709,1667
"m",1985,70.68146595839508,5165,1784
"m",1982,70.64627922428551,4263,1511
"m",1979,70.72202034151336,4191,1495
"m",1995,70.8724879201993,7723,2176
"m",1994,70.91376633071634,7205,2037
"m",1996,70.92386720993244,8229,2317
"m",2001,70.9066842305841,12609,3602
"m",2000,70.85439224282926,11521,3311
"m",2004,70.86936585089404,15859,5110
"m",1973,70.85888934192182,3781,1441
"m",1990,70.89043125498732,6491,2096
"m",1936,70.6844598974184,6450,1077
"m",1935,70.6130468573786,6988,1104
"m",1932,70.59427476025179,5219,1010
"m",1928,70.47949634846513,3316,1206
"m",1927,70.35681642772718,3396,1216
"m",1926,70.51992551061505,3110,1133
"m",1933,70.38519939006552,5208,1002
"m",1929,70.48540792441727,3248,1037
"m",1923,70.58278567718726,2640,1023
"m",1980,70.62261682613905,4109,1455
"m",1983,70.59939959434774,4545,1577
"m",1988,70.72321728589719,6344,2023
"m",1981,70.53251011090262,4254,1530
"m",1976,70.75075616727246,4014,1407
"m",1989,70.8428604282751,6667,2122
"m",1991,70.86304198458976,6266,1910
"m",1992,70.81831024530717,6598,2012
"m",1986,70.62118118873208,5302,1805
"m",1978,70.61415012556898,3887,1416
"m",1987,70.67429804928199,5851,1934
"m",1937,70.68636925937336,6532,1104
"m",1948,70.84216000498662,3894,848
"m",1953,70.97064578011945,4231,1044
"m",1950,70.92188778090997,4443,972
"m",1952,70.96869422668756,4099,963
"m",1951,71.00123120283905,4411,977
"m",1955,70.78887357740051,3711,1042
"m",1949,70.85110007076584,4165,893
"m",1941,70.72756857738064,5661,937
"m",1947,70.8150700427803,3893,785
"m",1945,70.75614605673,3825,730
"m",1954,70.83244802667774,3542,991
"m",1956,70.71573590849839,3865,1076
"m",1943,70.65600630913617,4843,848
"m",1944,70.66521130612507,4311,771
"m",1946,70.60213398017662,3723,749
"m",1940,70.80662630249965,6034,950
"m",1942,70.71964999199255,5738,935
"m",1964,70.5734437098363,3265,1193
"m",1965,70.57137118359537,3575,1224
"m",1969,70.56429908028252,3624,1384
"m",1966,70.73792428350754,3217,1215
"m",1958,70.6581269069118,3319,1068
"m",1957,70.64510149963515,3686,1130
"m",1975,70.59864184250539,3636,1358
"m",1939,70.718148297035,6389,998
"m",1967,70.57876511501006,3551,1295
"m",1938,70.66172141725389,5909,1039
"m",1968,70.67973843562916,3867,1372
"m",1963,70.55408552844274,3156,1099
"m",1962,70.50300592942139,3153,1103
"m",1971,70.80193831915082,3859,1462
"m",1974,70.74572878723902,3860,1465
"m",1977,70.6528374894876,3897,1399
"m",1930,70.40526102259916,3729,1013
"m",1972,70.80582466187272,3704,1446
"m",1920,70.2848021290724,2321,1197
"m",1970,70.58748706689643,3725,1421
"m",1961,70.55781128987395,2943,1126
"m",1960,70.38744802891587,2953,1069
"m",1959,70.41980019913748,3027,1052
"m",1922,70.44399213129945,2525,1117
"m",1924,70.68257730681866,2834,1088
"m",1925,70.6504736435324,3103,1151
"m",1931,70.37410408573002,4263,1020
"m",1921,70.36210835902011,2198,1080
"m",1934,70.51686390668009,6104,1069
"f",2008,65.51516570892319,14498,6164
"f",2010,65.49088226311783,18673,8609
"f",2003,65.60324092600656,7201,3135
"f",2012,65.43089613804827,21396,10308
"f",2015,65.36373631455253,22784,10620
"f",2004,65.64623810235153,8407,3716
"f",2002,65.63748711905464,6811,2849
"f",2000,65.66955698637044,6166,2577
"f",1991,65.49971208346267,2868,1380
"f",1996,65.62928230445033,3973,1763
"f",1990,65.57467806192926,3401,1659
"f",1997,65.61082689719325,4945,2081
"f",1993,65.52266697987132,3132,1441
"f",2013,65.3917310771195,22259,10777
"f",1985,65.26257953612637,2448,1248
"f",2006,65.58716879749745,11605,4803
"f",1995,65.56811076490239,3913,1710
"f",1998,65.53407086345796,5203,2168
"f",2009,65.46350677730734,18194,7767
"f",2001,65.7021744839355,6489,2759
"f",1999,65.53947827662591,5757,2334
"f",2011,65.45923847659722,21019,9927
"f",2007,65.55366981817912,12490,5170
"f",2014,65.37420923468898,23602,11356
"f",1942,64.92706253564381,1399,583
"f",1941,64.70885871423773,1531,595
"f",1971,65.17380979039635,1554,936
"f",1972,65.15609851155261,1544,948
"f",1975,65.09920929910712,1453,860
"f",1974,65.15057053694855,1480,892
"f",1955,65.02792642721771,1233,660
"f",1952,65.03623226501303,1171,597
"f",1953,65.12140317930981,1217,630
"f",1988,65.45565783376306,3351,1591
"f",2005,65.6073650937845,10274,4342
"f",1987,65.57065799924575,2941,1408
"f",1978,65.16359296880127,1663,953
"f",1976,65.22550173020403,1733,949
"f",1960,64.85152602502562,1321,709
"f",1964,64.96553942362473,1440,772
"f",1958,64.93522702894818,1251,681
"f",1970,64.97798565473687,1525,897
"f",1959,64.8625742707112,1241,660
"f",1956,64.88273069626858,1276,679
"f",1965,64.95685197492676,1458,774
"f",1961,64.79496814975612,1416,735
"f",1957,64.92565670129379,1316,721
"f",1994,65.66086257189805,3442,1576
"f",1969,65.17797201779211,1544,853
"f",1963,64.77916384549108,1361,723
"f",1983,65.29872736731431,2104,1073
"f",1981,65.15556402652142,1947,1037
"f",1979,65.2880351469254,1800,1012
"f",1992,65.48722201017891,3133,1461
"f",1973,65.21675106842287,1389,869
"f",1980,65.26126647293721,1839,991
"f",1989,65.46230003628598,3370,1613
"f",1982,65.13336320446138,1943,1021
"f",1977,65.09542766717759,1560,929
"f",1984,65.25181455861102,2337,1174
"f",1986,65.2836283645517,2692,1311
"f",1937,64.68927857194068,1773,720
"f",1920,63.7905433278197,1094,741
"f",1925,63.85203751617083,1546,847
"f",1921,63.672586141812104,1039,718
"f",1948,64.90962994639543,1102,512
"f",1936,64.50465480253999,1982,789
"f",1939,64.54930345616502,1573,628
"f",1922,63.78981442308029,1097,722
"f",1940,64.55078124241112,1508,617
"f",1946,64.8431510774515,1012,460
"f",1935,64.6003527705643,2149,818
"f",1945,64.95081571031581,1007,432
"f",1934,64.37735999796818,2310,808
"f",1933,64.14250747157448,2129,810
"f",1951,64.98216373237818,1205,624
"f",1927,63.695961934346116,1655,919
"f",1947,64.86973563999796,1030,435
"f",1923,63.82645525629882,1151,639
"f",1967,65.14793907006009,1387,801
"f",1943,64.8104854586892,1211,484
"f",1944,64.79635556317376,1148,468
"f",1931,64.14235178423779,1854,810
"f",1932,64.08308688280046,2050,809
"f",1930,63.93726905524395,1790,777
"f",1929,63.82548615511729,1632,812
"f",1968,65.0009776399336,1441,854
"f",1924,63.936194029850725,1340,763
"f",1926,63.86957226182758,1543,885
"f",1966,65.00734384077322,1370,802
"f",1949,64.80549324519843,1166,555
"f",1950,64.985961907662,1192,590
"f",1954,65.01142129286532,1154,617
"f",1962,64.65515216292853,1256,708
"f",1928,63.67261302098389,1567,878
"f",1938,64.74134378971253,1613,646
